Total Length of Fwd Packets,Total Length of Bwd Packets,Label
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
213.0,145.0,Bot
115100.0,434.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
213.0,145.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
64938.0,284.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
212.0,145.0,Bot
190959.0,584.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
213.0,145.0,Bot
57592.0,320.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
213.0,145.0,Bot
6.0,6.0,Bot
64935.0,296.0,Bot
6.0,6.0,Bot
212.0,145.0,Bot
6.0,6.0,Bot
186441.0,578.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
213.0,145.0,Bot
6.0,6.0,Bot
41962.0,218.0,Bot
6.0,6.0,Bot
214.0,145.0,Bot
83617.0,344.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
213.0,145.0,Bot
111108.0,440.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
212.0,145.0,Bot
163981.0,536.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
212.0,140.0,Bot
6.0,6.0,Bot
1870.0,134.0,Bot
6.0,6.0,Bot
213.0,140.0,Bot
1035.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
213.0,140.0,Bot
1053.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
214.0,140.0,Bot
852.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
214.0,145.0,Bot
98277.0,422.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
213.0,145.0,Bot
6.0,6.0,Bot
205731.0,590.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
212.0,145.0,Bot
73173.0,338.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
213.0,145.0,Bot
100094.0,416.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
213.0,140.0,Bot
1035.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
216.0,140.0,Bot
1172.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
212.0,140.0,Bot
6.0,6.0,Bot
1870.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
216.0,145.0,Bot
134342.0,422.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
212.0,145.0,Bot
51718.0,296.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
213.0,145.0,Bot
100082.0,422.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
213.0,140.0,Bot
1053.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
213.0,145.0,Bot
6.0,6.0,Bot
207930.0,596.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
214.0,140.0,Bot
852.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
214.0,145.0,Bot
98274.0,380.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
207.0,134.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
207.0,134.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
208.0,134.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
207.0,134.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
216.0,145.0,Bot
73351.0,302.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
212.0,145.0,Bot
204316.0,626.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
213.0,145.0,Bot
100082.0,422.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
212.0,141.0,Bot
213.0,145.0,Bot
6.0,6.0,Bot
136717.0,446.0,Bot
213.0,141.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
1153.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
216.0,141.0,Bot
6.0,6.0,Bot
213.0,141.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
3456.0,140.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
1081.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
5737.0,146.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
216.0,140.0,Bot
1172.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
214.0,145.0,Bot
109702.0,440.0,Bot
6.0,6.0,Bot
213.0,140.0,Bot
1035.0,134.0,Bot
212.0,140.0,Bot
213.0,140.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
1870.0,134.0,Bot
1053.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
214.0,141.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
207.0,134.0,Bot
1723.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
214.0,140.0,Bot
852.0,134.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
213.0,145.0,Bot
100066.0,404.0,Bot
212.0,145.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
204312.0,620.0,Bot
214.0,145.0,Bot
213.0,145.0,Bot
109704.0,440.0,Bot
207875.0,602.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
216.0,145.0,Bot
6.0,6.0,Bot
73320.0,284.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
208.0,134.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
208.0,134.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
213.0,140.0,Bot
1053.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
213.0,140.0,Bot
1035.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
212.0,140.0,Bot
1870.0,134.0,Bot
214.0,140.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
852.0,134.0,Bot
216.0,140.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
1172.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
207.0,134.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
207.0,134.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
207.0,134.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
207.0,134.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
207.0,134.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
207.0,134.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
216.0,145.0,Bot
73320.0,284.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
213.0,145.0,Bot
111404.0,392.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
213.0,145.0,Bot
111383.0,386.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
216.0,145.0,Bot
73347.0,284.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
213.0,145.0,Bot
70312.0,320.0,Bot
212.0,145.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
201913.0,602.0,Bot
214.0,145.0,Bot
146714.0,524.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
213.0,145.0,Bot
70312.0,314.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
212.0,145.0,Bot
79000.0,350.0,Bot
214.0,145.0,Bot
207.0,134.0,Bot
146714.0,500.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
206.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
208.0,134.0,Bot
213.0,145.0,Bot
111320.0,410.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
216.0,145.0,Bot
56958.0,254.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
213.0,145.0,Bot
70306.0,338.0,Bot
212.0,145.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
78996.0,356.0,Bot
214.0,145.0,Bot
146710.0,476.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
208.0,134.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
206.0,134.0,Bot
208.0,134.0,Bot
6.0,6.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
207.0,134.0,Bot
6.0,6.0,Bot
210.0,134.0,Bot
206.0,134.0,Bot
