Average Packet Size,Label
0.0,DoS GoldenEye
1091.454545,DoS GoldenEye
748.3333333,DoS GoldenEye
0.0,DoS GoldenEye
925.3076923,DoS GoldenEye
923.4615385,DoS GoldenEye
431.8888889,DoS GoldenEye
861.9285714,DoS GoldenEye
0.0,DoS GoldenEye
817.3333333,DoS GoldenEye
391.3,DoS GoldenEye
861.2857143,DoS GoldenEye
383.6,DoS GoldenEye
913.6153846,DoS GoldenEye
747.9375,DoS GoldenEye
0.0,DoS GoldenEye
632.9090909,DoS GoldenEye
0.0,DoS GoldenEye
0.0,DoS GoldenEye
921.3076923,DoS GoldenEye
935.0769231,DoS GoldenEye
431.3333333,DoS GoldenEye
702.9473684,DoS GoldenEye
878.5,DoS GoldenEye
442.2222222,DoS GoldenEye
806.0666667,DoS GoldenEye
636.48,DoS GoldenEye
854.0714286,DoS GoldenEye
0.0,DoS GoldenEye
941.9230769,DoS GoldenEye
0.0,DoS GoldenEye
860.9285714,DoS GoldenEye
921.8461538,DoS GoldenEye
198.3333333,DoS GoldenEye
0.0,DoS GoldenEye
916.7692308,DoS GoldenEye
0.0,DoS GoldenEye
481.4166667,DoS GoldenEye
427.7777778,DoS GoldenEye
0.0,DoS GoldenEye
796.4705882,DoS GoldenEye
0.0,DoS GoldenEye
469.5555556,DoS GoldenEye
0.0,DoS GoldenEye
921.0769231,DoS GoldenEye
853.5714286,DoS GoldenEye
806.3333333,DoS GoldenEye
0.0,DoS GoldenEye
136.6666667,DoS GoldenEye
1001.833333,DoS GoldenEye
495.875,DoS GoldenEye
1004.666667,DoS GoldenEye
757.0625,DoS GoldenEye
942.9230769,DoS GoldenEye
916.8461538,DoS GoldenEye
435.3333333,DoS GoldenEye
927.4615385,DoS GoldenEye
732.2352941,DoS GoldenEye
722.1052632,DoS GoldenEye
0.0,DoS GoldenEye
0.0,DoS GoldenEye
929.8461538,DoS GoldenEye
826.1333333,DoS GoldenEye
855.6428571,DoS GoldenEye
440.1111111,DoS GoldenEye
0.0,DoS GoldenEye
0.0,DoS GoldenEye
0.0,DoS GoldenEye
437.1111111,DoS GoldenEye
0.0,DoS GoldenEye
0.0,DoS GoldenEye
927.1538462,DoS GoldenEye
0.0,DoS GoldenEye
428.5555556,DoS GoldenEye
862.9285714,DoS GoldenEye
440.4444444,DoS GoldenEye
395.9,DoS GoldenEye
438.6666667,DoS GoldenEye
856.2857143,DoS GoldenEye
864.5714286,DoS GoldenEye
0.0,DoS GoldenEye
392.1,DoS GoldenEye
924.7692308,DoS GoldenEye
928.7692308,DoS GoldenEye
170.6666667,DoS GoldenEye
0.0,DoS GoldenEye
0.0,DoS GoldenEye
853.5714286,DoS GoldenEye
862.3571429,DoS GoldenEye
335.5263158,DoS GoldenEye
928.3076923,DoS GoldenEye
0.0,DoS GoldenEye
1084.363636,DoS GoldenEye
936.1538462,DoS GoldenEye
0.0,DoS GoldenEye
0.0,DoS GoldenEye
923.5384615,DoS GoldenEye
934.3846154,DoS GoldenEye
446.6666667,DoS GoldenEye
0.0,DoS GoldenEye
0.0,DoS GoldenEye
916.7692308,DoS GoldenEye
927.6923077,DoS GoldenEye
854.0714286,DoS GoldenEye
0.0,DoS GoldenEye
0.0,DoS GoldenEye
934.9230769,DoS GoldenEye
921.0769231,DoS GoldenEye
938.0,DoS GoldenEye
0.0,DoS GoldenEye
920.0769231,DoS GoldenEye
0.0,DoS GoldenEye
386.3,DoS GoldenEye
0.0,DoS GoldenEye
450.8888889,DoS GoldenEye
0.0,DoS GoldenEye
799.8666667,DoS GoldenEye
802.2666667,DoS GoldenEye
431.3333333,DoS GoldenEye
924.7692308,DoS GoldenEye
924.6153846,DoS GoldenEye
1005.25,DoS GoldenEye
749.25,DoS GoldenEye
852.0714286,DoS GoldenEye
852.5714286,DoS GoldenEye
1088.0,DoS GoldenEye
807.8666667,DoS GoldenEye
785.3125,DoS GoldenEye
394.4,DoS GoldenEye
0.0,DoS GoldenEye
0.0,DoS GoldenEye
0.0,DoS GoldenEye
462.2727273,DoS GoldenEye
930.1538462,DoS GoldenEye
497.5,DoS GoldenEye
1092.727273,DoS GoldenEye
803.3333333,DoS GoldenEye
862.2142857,DoS GoldenEye
0.0,DoS GoldenEye
666.1304348,DoS GoldenEye
933.7692308,DoS GoldenEye
460.2222222,DoS GoldenEye
926.8461538,DoS GoldenEye
921.7692308,DoS GoldenEye
775.2941176,DoS GoldenEye
944.3846154,DoS GoldenEye
860.8571429,DoS GoldenEye
398.9,DoS GoldenEye
445.1111111,DoS GoldenEye
864.7857143,DoS GoldenEye
858.7857143,DoS GoldenEye
1000.833333,DoS GoldenEye
430.5555556,DoS GoldenEye
1003.166667,DoS GoldenEye
928.2307692,DoS GoldenEye
442.8888889,DoS GoldenEye
921.3076923,DoS GoldenEye
0.0,DoS GoldenEye
923.6923077,DoS GoldenEye
0.0,DoS GoldenEye
922.6923077,DoS GoldenEye
0.0,DoS GoldenEye
0.0,DoS GoldenEye
0.0,DoS GoldenEye
433.1111111,DoS GoldenEye
388.5,DoS GoldenEye
0.0,DoS GoldenEye
0.0,DoS GoldenEye
429.0,DoS GoldenEye
0.0,DoS GoldenEye
442.1111111,DoS GoldenEye
855.2142857,DoS GoldenEye
347.6363636,DoS GoldenEye
380.1,DoS GoldenEye
135.3333333,DoS GoldenEye
928.3846154,DoS GoldenEye
1094.818182,DoS GoldenEye
0.0,DoS GoldenEye
856.2857143,DoS GoldenEye
0.0,DoS GoldenEye
829.7333333,DoS GoldenEye
443.1111111,DoS GoldenEye
851.7142857,DoS GoldenEye
742.4444444,DoS GoldenEye
810.8125,DoS GoldenEye
399.8,DoS GoldenEye
744.1875,DoS GoldenEye
0.0,DoS GoldenEye
848.1428571,DoS GoldenEye
801.2,DoS GoldenEye
797.5555556,DoS GoldenEye
0.0,DoS GoldenEye
433.7777778,DoS GoldenEye
0.0,DoS GoldenEye
918.0769231,DoS GoldenEye
372.4705882,DoS GoldenEye
0.0,DoS GoldenEye
929.3846154,DoS GoldenEye
0.0,DoS GoldenEye
0.0,DoS GoldenEye
996.0833333,DoS GoldenEye
917.4615385,DoS GoldenEye
852.3571429,DoS GoldenEye
0.0,DoS GoldenEye
0.0,DoS GoldenEye
0.0,DoS GoldenEye
0.0,DoS GoldenEye
1001.833333,DoS GoldenEye
94.66666667,DoS GoldenEye
736.3,DoS GoldenEye
805.5333333,DoS GoldenEye
436.1111111,DoS GoldenEye
861.0,DoS GoldenEye
1000.666667,DoS GoldenEye
945.3076923,DoS GoldenEye
856.7142857,DoS GoldenEye
429.7777778,DoS GoldenEye
915.5384615,DoS GoldenEye
861.2857143,DoS GoldenEye
398.2,DoS GoldenEye
856.5714286,DoS GoldenEye
0.0,DoS GoldenEye
999.9166667,DoS GoldenEye
782.1176471,DoS GoldenEye
0.0,DoS GoldenEye
0.0,DoS GoldenEye
933.5384615,DoS GoldenEye
928.8461538,DoS GoldenEye
0.0,DoS GoldenEye
810.3333333,DoS GoldenEye
420.0,DoS GoldenEye
855.6428571,DoS GoldenEye
116.3333333,DoS GoldenEye
0.0,DoS GoldenEye
857.3571429,DoS GoldenEye
857.2142857,DoS GoldenEye
938.8461538,DoS GoldenEye
1085.636364,DoS GoldenEye
0.0,DoS GoldenEye
856.8571429,DoS GoldenEye
0.0,DoS GoldenEye
384.0,DoS GoldenEye
802.5333333,DoS GoldenEye
1098.636364,DoS GoldenEye
855.5,DoS GoldenEye
0.0,DoS GoldenEye
638.1904762,DoS GoldenEye
362.4375,DoS GoldenEye
139.6666667,DoS GoldenEye
795.5333333,DoS GoldenEye
386.8,DoS GoldenEye
0.0,DoS GoldenEye
932.9230769,DoS GoldenEye
774.6666667,DoS GoldenEye
858.0714286,DoS GoldenEye
429.5555556,DoS GoldenEye
0.0,DoS GoldenEye
0.0,DoS GoldenEye
316.6666667,DoS GoldenEye
0.0,DoS GoldenEye
926.2307692,DoS GoldenEye
919.4615385,DoS GoldenEye
160.3333333,DoS GoldenEye
921.3076923,DoS GoldenEye
812.3333333,DoS GoldenEye
0.0,DoS GoldenEye
869.9285714,DoS GoldenEye
988.8333333,DoS GoldenEye
0.0,DoS GoldenEye
434.4444444,DoS GoldenEye
0.0,DoS GoldenEye
0.0,DoS GoldenEye
1097.909091,DoS GoldenEye
855.7142857,DoS GoldenEye
855.5714286,DoS GoldenEye
925.6923077,DoS GoldenEye
850.2857143,DoS GoldenEye
1003.583333,DoS GoldenEye
0.0,DoS GoldenEye
0.0,DoS GoldenEye
406.9,DoS GoldenEye
432.4444444,DoS GoldenEye
0.0,DoS GoldenEye
873.0714286,DoS GoldenEye
211.2941176,DoS GoldenEye
0.0,DoS Hulk
917.7692308,DoS Hulk
1489.5,DoS Hulk
854.0714286,DoS Hulk
795.3333333,DoS Hulk
919.0,DoS Hulk
921.7692308,DoS Hulk
1220.9,DoS Hulk
922.7692308,DoS Hulk
915.5384615,DoS Hulk
0.0,DoS Hulk
851.7142857,DoS Hulk
0.0,DoS Hulk
6.0,DoS Hulk
0.0,DoS Hulk
994.0,DoS Hulk
925.4615385,DoS Hulk
0.0,DoS Hulk
747.75,DoS Hulk
0.0,DoS Hulk
853.2857143,DoS Hulk
919.0,DoS Hulk
0.0,DoS Hulk
1089.0,DoS Hulk
0.0,DoS Hulk
6.0,DoS Hulk
921.2307692,DoS Hulk
991.6666667,DoS Hulk
918.4615385,DoS Hulk
0.0,DoS Hulk
854.7142857,DoS Hulk
992.0,DoS Hulk
1.2,DoS Hulk
851.2142857,DoS Hulk
997.4166667,DoS Hulk
0.0,DoS Hulk
4.5,DoS Hulk
0.0,DoS Hulk
852.2142857,DoS Hulk
0.0,DoS Hulk
855.8571429,DoS Hulk
0.0,DoS Hulk
920.0,DoS Hulk
0.0,DoS Hulk
992.0,DoS Hulk
800.0666667,DoS Hulk
854.3571429,DoS Hulk
997.75,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
1087.272727,DoS Hulk
0.0,DoS Hulk
997.25,DoS Hulk
1191.0,DoS Hulk
918.3846154,DoS Hulk
850.6428571,DoS Hulk
1023.583333,DoS Hulk
922.4615385,DoS Hulk
1001.0,DoS Hulk
1490.125,DoS Hulk
0.0,DoS Hulk
1.5,DoS Hulk
1493.75,DoS Hulk
997.25,DoS Hulk
0.0,DoS Hulk
816.2,DoS Hulk
0.0,DoS Hulk
943.6153846,DoS Hulk
916.0,DoS Hulk
851.2857143,DoS Hulk
794.7333333,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
994.6666667,DoS Hulk
917.4615385,DoS Hulk
6.0,DoS Hulk
1.5,DoS Hulk
852.5,DoS Hulk
999.1666667,DoS Hulk
919.0769231,DoS Hulk
6.0,DoS Hulk
916.5384615,DoS Hulk
918.6923077,DoS Hulk
0.0,DoS Hulk
1084.272727,DoS Hulk
852.2857143,DoS Hulk
851.6428571,DoS Hulk
797.3333333,DoS Hulk
917.9230769,DoS Hulk
856.1428571,DoS Hulk
788.25,DoS Hulk
857.9285714,DoS Hulk
855.3571429,DoS Hulk
850.2857143,DoS Hulk
0.0,DoS Hulk
854.7857143,DoS Hulk
0.0,DoS Hulk
1195.9,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
1087.727273,DoS Hulk
995.3333333,DoS Hulk
994.25,DoS Hulk
864.7333333,DoS Hulk
918.8461538,DoS Hulk
1084.909091,DoS Hulk
855.1428571,DoS Hulk
922.7692308,DoS Hulk
921.3846154,DoS Hulk
994.1666667,DoS Hulk
917.3846154,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
4.5,DoS Hulk
995.9166667,DoS Hulk
996.75,DoS Hulk
0.0,DoS Hulk
6.0,DoS Hulk
993.6666667,DoS Hulk
849.9285714,DoS Hulk
1322.444444,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
916.3846154,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
4.5,DoS Hulk
995.75,DoS Hulk
918.7692308,DoS Hulk
922.3846154,DoS Hulk
1322.0,DoS Hulk
854.0714286,DoS Hulk
880.3571429,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
1001.333333,DoS Hulk
921.3076923,DoS Hulk
1000.5,DoS Hulk
918.6153846,DoS Hulk
995.3333333,DoS Hulk
850.1428571,DoS Hulk
746.375,DoS Hulk
734.4444444,DoS Hulk
797.6666667,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
917.2307692,DoS Hulk
0.0,DoS Hulk
821.0,DoS Hulk
0.0,DoS Hulk
854.5,DoS Hulk
0.0,DoS Hulk
916.0,DoS Hulk
817.5333333,DoS Hulk
0.0,DoS Hulk
996.5833333,DoS Hulk
853.8571429,DoS Hulk
877.7857143,DoS Hulk
1190.9,DoS Hulk
893.3571429,DoS Hulk
999.75,DoS Hulk
1320.888889,DoS Hulk
940.8461538,DoS Hulk
0.0,DoS Hulk
997.9166667,DoS Hulk
797.6666667,DoS Hulk
795.9333333,DoS Hulk
946.0769231,DoS Hulk
918.3076923,DoS Hulk
1082.727273,DoS Hulk
853.5,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
1194.9,DoS Hulk
992.8333333,DoS Hulk
994.0,DoS Hulk
850.8571429,DoS Hulk
920.6923077,DoS Hulk
0.0,DoS Hulk
727.4210526,DoS Hulk
795.7333333,DoS Hulk
854.0714286,DoS Hulk
7.25,DoS Hulk
0.0,DoS Hulk
7.25,DoS Hulk
1083.818182,DoS Hulk
862.6,DoS Hulk
1085.909091,DoS Hulk
1327.444444,DoS Hulk
6.0,DoS Hulk
3.6,DoS Hulk
717.8235294,DoS Hulk
0.0,DoS Hulk
795.6,DoS Hulk
850.5,DoS Hulk
1070.25,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
992.75,DoS Hulk
921.0769231,DoS Hulk
855.2142857,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
1323.555556,DoS Hulk
924.1538462,DoS Hulk
916.8461538,DoS Hulk
990.6666667,DoS Hulk
1015.416667,DoS Hulk
1088.363636,DoS Hulk
0.0,DoS Hulk
921.3076923,DoS Hulk
0.0,DoS Hulk
854.2142857,DoS Hulk
916.8461538,DoS Hulk
918.9230769,DoS Hulk
1197.3,DoS Hulk
1002.416667,DoS Hulk
6.0,DoS Hulk
921.0769231,DoS Hulk
924.1538462,DoS Hulk
921.6153846,DoS Hulk
855.0,DoS Hulk
0.0,DoS Hulk
1081.090909,DoS Hulk
854.5714286,DoS Hulk
1197.1,DoS Hulk
795.4666667,DoS Hulk
850.2142857,DoS Hulk
0.0,DoS Hulk
967.3846154,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
1329.222222,DoS Hulk
918.6153846,DoS Hulk
916.3076923,DoS Hulk
920.2307692,DoS Hulk
4.5,DoS Hulk
850.2142857,DoS Hulk
0.0,DoS Hulk
794.5333333,DoS Hulk
1092.909091,DoS Hulk
0.0,DoS Hulk
855.6428571,DoS Hulk
0.0,DoS Hulk
874.2,DoS Hulk
0.0,DoS Hulk
915.5384615,DoS Hulk
925.8461538,DoS Hulk
0.0,DoS Hulk
918.0,DoS Hulk
917.0769231,DoS Hulk
993.4166667,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
798.0666667,DoS Hulk
0.0,DoS Hulk
825.8,DoS Hulk
947.4615385,DoS Hulk
860.1428571,DoS Hulk
919.4615385,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
793.9411765,DoS Hulk
795.4,DoS Hulk
6.0,DoS Hulk
951.0,DoS Hulk
799.6666667,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
992.0833333,DoS Hulk
0.0,DoS Hulk
780.75,DoS Hulk
920.2307692,DoS Hulk
0.0,DoS Hulk
917.6153846,DoS Hulk
920.8461538,DoS Hulk
992.1666667,DoS Hulk
997.9166667,DoS Hulk
922.0769231,DoS Hulk
0.0,DoS Hulk
916.9230769,DoS Hulk
0.0,DoS Hulk
852.5,DoS Hulk
921.5384615,DoS Hulk
0.0,DoS Hulk
854.6428571,DoS Hulk
919.4615385,DoS Hulk
0.0,DoS Hulk
795.4,DoS Hulk
921.0,DoS Hulk
853.2857143,DoS Hulk
0.0,DoS Hulk
795.6,DoS Hulk
1330.0,DoS Hulk
880.2142857,DoS Hulk
794.2666667,DoS Hulk
1001.833333,DoS Hulk
797.5333333,DoS Hulk
856.4285714,DoS Hulk
703.7647059,DoS Hulk
0.0,DoS Hulk
920.9230769,DoS Hulk
1323.555556,DoS Hulk
851.2142857,DoS Hulk
0.0,DoS Hulk
920.3846154,DoS Hulk
0.0,DoS Hulk
798.2666667,DoS Hulk
782.0625,DoS Hulk
922.1538462,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
793.6666667,DoS Hulk
918.0769231,DoS Hulk
750.625,DoS Hulk
1082.818182,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
873.0714286,DoS Hulk
0.0,DoS Hulk
918.6923077,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
994.75,DoS Hulk
1000.5,DoS Hulk
0.0,DoS Hulk
795.0666667,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
920.5384615,DoS Hulk
921.0769231,DoS Hulk
0.0,DoS Hulk
856.9285714,DoS Hulk
1333.888889,DoS Hulk
857.2857143,DoS Hulk
0.0,DoS Hulk
852.3571429,DoS Hulk
0.0,DoS Hulk
7.25,DoS Hulk
997.1666667,DoS Hulk
917.3076923,DoS Hulk
0.0,DoS Hulk
917.3076923,DoS Hulk
0.0,DoS Hulk
820.6,DoS Hulk
0.0,DoS Hulk
915.7692308,DoS Hulk
1002.166667,DoS Hulk
794.4666667,DoS Hulk
917.1538462,DoS Hulk
918.3076923,DoS Hulk
852.6428571,DoS Hulk
0.0,DoS Hulk
993.8333333,DoS Hulk
997.9166667,DoS Hulk
916.2307692,DoS Hulk
795.0666667,DoS Hulk
0.0,DoS Hulk
815.6875,DoS Hulk
992.1666667,DoS Hulk
834.5625,DoS Hulk
0.0,DoS Hulk
1087.0,DoS Hulk
988.2307692,DoS Hulk
921.8461538,DoS Hulk
919.0,DoS Hulk
1086.727273,DoS Hulk
998.5833333,DoS Hulk
917.6153846,DoS Hulk
920.3846154,DoS Hulk
920.5384615,DoS Hulk
1330.444444,DoS Hulk
853.0,DoS Hulk
915.5384615,DoS Hulk
952.6923077,DoS Hulk
795.2666667,DoS Hulk
0.0,DoS Hulk
914.0,DoS Hulk
851.6428571,DoS Hulk
920.6923077,DoS Hulk
1199.3,DoS Hulk
992.8333333,DoS Hulk
917.3076923,DoS Hulk
991.6666667,DoS Hulk
706.4705882,DoS Hulk
997.0,DoS Hulk
853.4285714,DoS Hulk
1113.181818,DoS Hulk
0.0,DoS Hulk
950.0769231,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
1194.9,DoS Hulk
7.25,DoS Hulk
997.4166667,DoS Hulk
1327.777778,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
997.8333333,DoS Hulk
0.0,DoS Hulk
996.25,DoS Hulk
917.3076923,DoS Hulk
922.5384615,DoS Hulk
882.9285714,DoS Hulk
4.5,DoS Hulk
797.5333333,DoS Hulk
850.9285714,DoS Hulk
747.75,DoS Hulk
922.0769231,DoS Hulk
797.0,DoS Hulk
919.6153846,DoS Hulk
0.0,DoS Hulk
998.0833333,DoS Hulk
0.0,DoS Hulk
920.9230769,DoS Hulk
1328.222222,DoS Hulk
918.5384615,DoS Hulk
0.0,DoS Hulk
800.7333333,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
995.6666667,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
749.125,DoS Hulk
744.0625,DoS Hulk
854.3571429,DoS Hulk
0.0,DoS Hulk
1055.75,DoS Hulk
0.0,DoS Hulk
997.5833333,DoS Hulk
920.3076923,DoS Hulk
918.3846154,DoS Hulk
1000.916667,DoS Hulk
0.0,DoS Hulk
905.7857143,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
795.7333333,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
920.3076923,DoS Hulk
996.6666667,DoS Hulk
993.1666667,DoS Hulk
853.3571429,DoS Hulk
4.5,DoS Hulk
854.0714286,DoS Hulk
7.25,DoS Hulk
0.0,DoS Hulk
852.7142857,DoS Hulk
995.4166667,DoS Hulk
1199.4,DoS Hulk
997.5833333,DoS Hulk
920.8461538,DoS Hulk
921.2307692,DoS Hulk
857.5,DoS Hulk
916.6923077,DoS Hulk
736.7647059,DoS Hulk
796.6666667,DoS Hulk
921.9230769,DoS Hulk
918.5384615,DoS Hulk
855.5714286,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
1321.888889,DoS Hulk
7.25,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
917.6923077,DoS Hulk
0.0,DoS Hulk
945.3076923,DoS Hulk
995.75,DoS Hulk
994.5,DoS Hulk
851.2857143,DoS Hulk
917.7692308,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
922.9230769,DoS Hulk
0.0,DoS Hulk
4.5,DoS Hulk
0.0,DoS Hulk
943.0,DoS Hulk
7.25,DoS Hulk
0.0,DoS Hulk
855.7857143,DoS Hulk
854.0,DoS Hulk
1194.2,DoS Hulk
881.6428571,DoS Hulk
917.6923077,DoS Hulk
915.7692308,DoS Hulk
920.7692308,DoS Hulk
992.0,DoS Hulk
915.7692308,DoS Hulk
998.0,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
1323.888889,DoS Hulk
0.0,DoS Hulk
924.1538462,DoS Hulk
923.0,DoS Hulk
1016.583333,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
993.8333333,DoS Hulk
998.5833333,DoS Hulk
995.1666667,DoS Hulk
6.0,DoS Hulk
996.5,DoS Hulk
0.0,DoS Hulk
747.1875,DoS Hulk
1713.428571,DoS Hulk
6.0,DoS Hulk
1091.727273,DoS Hulk
0.0,DoS Hulk
797.0,DoS Hulk
793.4666667,DoS Hulk
0.0,DoS Hulk
918.1538462,DoS Hulk
0.0,DoS Hulk
796.8666667,DoS Hulk
0.0,DoS Hulk
1085.727273,DoS Hulk
0.0,DoS Hulk
972.0,DoS Hulk
1328.888889,DoS Hulk
921.0,DoS Hulk
852.0,DoS Hulk
0.0,DoS Hulk
852.2857143,DoS Hulk
920.5384615,DoS Hulk
916.0769231,DoS Hulk
0.0,DoS Hulk
922.2307692,DoS Hulk
920.8461538,DoS Hulk
0.0,DoS Hulk
873.5,DoS Hulk
919.8461538,DoS Hulk
856.3571429,DoS Hulk
745.375,DoS Hulk
794.0666667,DoS Hulk
856.8571429,DoS Hulk
1324.888889,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
920.1538462,DoS Hulk
795.6,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
995.5833333,DoS Hulk
995.3333333,DoS Hulk
1085.0,DoS Hulk
4.5,DoS Hulk
994.75,DoS Hulk
999.4166667,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
920.4615385,DoS Hulk
1.5,DoS Hulk
997.5833333,DoS Hulk
851.4285714,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
854.7142857,DoS Hulk
0.0,DoS Hulk
1091.818182,DoS Hulk
993.0833333,DoS Hulk
993.5,DoS Hulk
996.4166667,DoS Hulk
1192.8,DoS Hulk
916.0769231,DoS Hulk
681.0555556,DoS Hulk
1490.25,DoS Hulk
995.6666667,DoS Hulk
0.0,DoS Hulk
915.3846154,DoS Hulk
994.75,DoS Hulk
1493.625,DoS Hulk
0.0,DoS Hulk
919.7692308,DoS Hulk
853.3571429,DoS Hulk
920.3846154,DoS Hulk
1492.25,DoS Hulk
918.5384615,DoS Hulk
997.25,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
1326.555556,DoS Hulk
0.0,DoS Hulk
1197.0,DoS Hulk
794.2666667,DoS Hulk
0.0,DoS Hulk
823.2666667,DoS Hulk
0.0,DoS Hulk
1323.333333,DoS Hulk
849.1428571,DoS Hulk
922.6923077,DoS Hulk
1080.636364,DoS Hulk
0.0,DoS Hulk
1087.454545,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
797.7333333,DoS Hulk
922.3846154,DoS Hulk
2.2,DoS Hulk
0.0,DoS Hulk
920.2307692,DoS Hulk
1001.166667,DoS Hulk
853.0,DoS Hulk
922.0,DoS Hulk
821.5333333,DoS Hulk
849.2142857,DoS Hulk
855.8571429,DoS Hulk
997.0833333,DoS Hulk
4.5,DoS Hulk
1085.363636,DoS Hulk
4.5,DoS Hulk
816.4666667,DoS Hulk
853.2857143,DoS Hulk
922.5384615,DoS Hulk
811.4375,DoS Hulk
0.0,DoS Hulk
994.5,DoS Hulk
993.4166667,DoS Hulk
795.9333333,DoS Hulk
853.4285714,DoS Hulk
1196.0,DoS Hulk
792.9333333,DoS Hulk
995.1666667,DoS Hulk
0.0,DoS Hulk
746.6875,DoS Hulk
994.8333333,DoS Hulk
0.0,DoS Hulk
995.5833333,DoS Hulk
4.5,DoS Hulk
853.6428571,DoS Hulk
915.8461538,DoS Hulk
917.6923077,DoS Hulk
0.0,DoS Hulk
997.3333333,DoS Hulk
856.3571429,DoS Hulk
1322.888889,DoS Hulk
0.0,DoS Hulk
794.4666667,DoS Hulk
0.0,DoS Hulk
888.0714286,DoS Hulk
0.0,DoS Hulk
851.2142857,DoS Hulk
0.0,DoS Hulk
796.6,DoS Hulk
854.1428571,DoS Hulk
919.0,DoS Hulk
1327.0,DoS Hulk
722.5,DoS Hulk
745.625,DoS Hulk
1489.625,DoS Hulk
850.7142857,DoS Hulk
997.3333333,DoS Hulk
797.6,DoS Hulk
0.0,DoS Hulk
1201.8,DoS Hulk
0.0,DoS Hulk
834.875,DoS Hulk
748.375,DoS Hulk
0.0,DoS Hulk
1002.5,DoS Hulk
820.4666667,DoS Hulk
946.3846154,DoS Hulk
6.0,DoS Hulk
920.1538462,DoS Hulk
1089.454545,DoS Hulk
797.1333333,DoS Hulk
1088.727273,DoS Hulk
1088.909091,DoS Hulk
854.7142857,DoS Hulk
921.7692308,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
853.5714286,DoS Hulk
0.0,DoS Hulk
858.1428571,DoS Hulk
915.1538462,DoS Hulk
1083.0,DoS Hulk
800.8,DoS Hulk
6.0,DoS Hulk
853.0714286,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
798.7333333,DoS Hulk
0.0,DoS Hulk
1325.666667,DoS Hulk
1085.090909,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
746.4375,DoS Hulk
1.0,DoS Hulk
881.6428571,DoS Hulk
853.2142857,DoS Hulk
0.0,DoS Hulk
995.1666667,DoS Hulk
0.0,DoS Hulk
0.0,DoS Hulk
918.0769231,DoS Hulk
854.0,DoS Hulk
992.25,DoS Hulk
1497.125,DoS Hulk
0.0,DoS Hulk
1324.333333,DoS Hulk
0.0,DoS Hulk
924.5384615,DoS Hulk
0.0,DoS Hulk
745.5625,DoS Hulk
1327.555556,DoS Hulk
853.6428571,DoS Hulk
921.0769231,DoS Hulk
1018.25,DoS Hulk
918.9230769,DoS Hulk
