Total Fwd Packets,Total Backward Packets,Label
5.0,4.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
10.0,6.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
8.0,4.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
6.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
2.0,1.0,DoS GoldenEye
7.0,6.0,DoS GoldenEye
9.0,7.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
18.0,6.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
11.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,1.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
4.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
4.0,4.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
8.0,4.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
12.0,6.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
8.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
9.0,6.0,DoS GoldenEye
10.0,7.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
9.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
8.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
6.0,4.0,DoS GoldenEye
10.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
9.0,4.0,DoS GoldenEye
7.0,6.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
7.0,6.0,DoS GoldenEye
13.0,8.0,DoS GoldenEye
7.0,4.0,DoS GoldenEye
11.0,7.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
7.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
9.0,7.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
9.0,6.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
8.0,4.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
9.0,5.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
7.0,6.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
8.0,4.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,1.0,DoS GoldenEye
6.0,6.0,DoS GoldenEye
8.0,7.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
8.0,7.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
7.0,4.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
6.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
9.0,7.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
18.0,7.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
12.0,5.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
11.0,7.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
10.0,5.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
7.0,6.0,DoS GoldenEye
10.0,4.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
7.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
7.0,6.0,DoS GoldenEye
8.0,7.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,1.0,DoS GoldenEye
8.0,4.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,1.0,DoS GoldenEye
2.0,1.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
2.0,1.0,DoS GoldenEye
2.0,1.0,DoS GoldenEye
2.0,1.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
10.0,7.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
9.0,6.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
6.0,4.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
9.0,6.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
6.0,5.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
16.0,7.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
4.0,4.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,7.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
2.0,1.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
16.0,6.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
7.0,6.0,DoS GoldenEye
8.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
9.0,6.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
15.0,8.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
7.0,6.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
7.0,6.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
10.0,6.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
9.0,5.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
7.0,4.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
9.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
9.0,5.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
4.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
11.0,6.0,DoS GoldenEye
8.0,4.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
11.0,6.0,DoS GoldenEye
4.0,4.0,DoS GoldenEye
2.0,1.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
7.0,4.0,DoS GoldenEye
11.0,7.0,DoS GoldenEye
11.0,7.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,7.0,DoS GoldenEye
2.0,1.0,DoS GoldenEye
7.0,6.0,DoS GoldenEye
17.0,7.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
14.0,6.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
9.0,6.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
9.0,7.0,DoS GoldenEye
2.0,1.0,DoS GoldenEye
2.0,1.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
12.0,7.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
7.0,4.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
8.0,7.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
2.0,1.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,4.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,3.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
6.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
11.0,6.0,DoS GoldenEye
8.0,7.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
7.0,4.0,DoS GoldenEye
7.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
9.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
10.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
6.0,4.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
11.0,7.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,1.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
7.0,6.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,1.0,DoS GoldenEye
2.0,1.0,DoS GoldenEye
7.0,6.0,DoS GoldenEye
10.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
9.0,8.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
14.0,4.0,DoS GoldenEye
6.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
7.0,6.0,DoS GoldenEye
7.0,6.0,DoS GoldenEye
10.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
7.0,7.0,DoS GoldenEye
9.0,5.0,DoS GoldenEye
6.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
7.0,6.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
6.0,4.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
9.0,4.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
6.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
9.0,6.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
7.0,6.0,DoS GoldenEye
14.0,7.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
8.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
7.0,6.0,DoS GoldenEye
8.0,7.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
6.0,4.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
11.0,7.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
9.0,5.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
2.0,1.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
4.0,4.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
7.0,6.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
6.0,4.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
7.0,7.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
9.0,6.0,DoS GoldenEye
10.0,7.0,DoS GoldenEye
10.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
9.0,7.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
6.0,4.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
4.0,5.0,DoS GoldenEye
8.0,4.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
12.0,4.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
6.0,3.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
7.0,4.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
10.0,4.0,DoS GoldenEye
7.0,4.0,DoS GoldenEye
2.0,1.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
9.0,7.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
11.0,6.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
7.0,6.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,1.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
9.0,5.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
4.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
7.0,7.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,1.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
10.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
7.0,4.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,1.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
7.0,6.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
7.0,6.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
7.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
13.0,6.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
7.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
9.0,6.0,DoS GoldenEye
6.0,5.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
6.0,4.0,DoS GoldenEye
4.0,5.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,1.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
8.0,4.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
4.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
9.0,8.0,DoS GoldenEye
6.0,5.0,DoS GoldenEye
9.0,6.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
9.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
9.0,6.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,7.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
10.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
9.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
7.0,4.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
10.0,7.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
7.0,6.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
9.0,5.0,DoS GoldenEye
9.0,5.0,DoS GoldenEye
7.0,4.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
8.0,4.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
11.0,7.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
7.0,4.0,DoS GoldenEye
17.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
7.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
7.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
11.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,1.0,DoS GoldenEye
8.0,4.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
7.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
7.0,6.0,DoS GoldenEye
10.0,7.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
9.0,8.0,DoS GoldenEye
7.0,6.0,DoS GoldenEye
7.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
7.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
6.0,4.0,DoS GoldenEye
9.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,1.0,DoS GoldenEye
9.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
4.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
4.0,4.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
9.0,5.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
9.0,5.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
8.0,7.0,DoS GoldenEye
8.0,4.0,DoS GoldenEye
12.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,7.0,DoS GoldenEye
11.0,7.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,1.0,DoS GoldenEye
6.0,4.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
5.0,5.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
7.0,6.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
8.0,5.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
9.0,8.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
7.0,5.0,DoS GoldenEye
5.0,4.0,DoS GoldenEye
8.0,7.0,DoS GoldenEye
8.0,4.0,DoS GoldenEye
9.0,5.0,DoS GoldenEye
2.0,0.0,DoS GoldenEye
8.0,6.0,DoS GoldenEye
